Date,Open,High,Low,Close,Adj Close,Volume
2014-06-19,17043.179688,17098.050781,16998.869141,17007.880859,17007.880859,9975600
2014-06-20,17007.320313,17092.470703,16987.890625,16988.519531,16988.519531,21011600
2014-06-23,16997.099609,17001.339844,16836.109375,16846.970703,16846.970703,10963900
2014-06-24,16883.720703,16910.609375,16804.119141,16837.250000,16837.250000,10239800
2014-06-25,16805.929688,16808.830078,16653.050781,16710.810547,16710.810547,12812300
2014-06-26,16739.199219,16767.960938,16605.119141,16705.839844,16705.839844,12709600
2014-06-27,16731.449219,16827.900391,16710.539063,16807.890625,16807.890625,15149300
2014-06-30,16831.949219,16894.070313,16755.929688,16815.580078,16815.580078,16722000
2014-07-01,16840.660156,16850.279297,16675.089844,16729.689453,16729.689453,16719600
2014-07-02,16761.759766,16791.800781,16716.410156,16745.449219,16745.449219,11262400
2014-07-03,16759.769531,16920.679688,16746.060547,16915.150391,16915.150391,11926600
2014-07-04,16922.849609,16944.080078,16885.269531,16888.919922,16888.919922,8079500
2014-07-07,16886.720703,16886.720703,16686.250000,16687.759766,16687.759766,10402900
2014-07-08,16693.160156,16744.679688,16452.970703,16457.259766,16457.259766,14557800
2014-07-09,16494.919922,16498.710938,16354.820313,16430.599609,16430.599609,12345500
2014-07-10,16425.830078,16482.539063,16202.799805,16280.139648,16280.139648,15909400
2014-07-11,16305.889648,16376.769531,16264.730469,16308.610352,16308.610352,13974700
2014-07-14,16365.830078,16518.570313,16365.830078,16496.830078,16496.830078,9741500
2014-07-15,16481.589844,16500.550781,16324.219727,16327.209961,16327.209961,10140900
2014-07-16,16350.089844,16472.619141,16335.459961,16472.619141,16472.619141,11040800
2014-07-17,16447.109375,16519.169922,16406.740234,16452.099609,16452.099609,11449700
2014-07-18,16389.119141,16392.449219,16271.559570,16392.390625,16392.390625,10739800
2014-07-21,16394.880859,16404.689453,16215.950195,16227.110352,16227.110352,12458500
2014-07-22,16286.440430,16383.629883,16262.480469,16369.750000,16369.750000,11645000
2014-07-23,16363.860352,16486.300781,16363.860352,16422.830078,16422.830078,10294400
2014-07-24,16418.490234,16534.970703,16340.099609,16510.800781,16510.800781,11321300
2014-07-25,16493.320313,16521.199219,16273.700195,16303.059570,16303.059570,23128800
2014-07-28,16327.900391,16355.089844,16102.669922,16192.099609,16192.099609,13640000
2014-07-29,16215.519531,16270.500000,16163.530273,16218.230469,16218.230469,10453100
2014-07-30,16218.040039,16297.860352,16127.820313,16154.660156,16154.660156,12910500
2014-07-31,16151.820313,16154.129883,15753.809570,15790.669922,15790.669922,20801000
2014-08-01,15779.700195,15787.040039,15385.500000,15616.349609,15616.349609,27437500
2014-08-04,15642.200195,15642.200195,15468.889648,15511.150391,15511.150391,16921300
2014-08-05,15545.730469,15595.610352,15472.250000,15516.160156,15516.160156,17405400
2014-08-06,15447.190430,15447.190430,15246.160156,15385.519531,15385.519531,21279000
2014-08-07,15364.339844,15435.490234,15268.219727,15340.870117,15340.870117,22676700
2014-08-08,15224.650391,15330.320313,15121.700195,15297.480469,15297.480469,20462400
2014-08-11,15372.360352,15698.589844,15372.360352,15668.660156,15668.660156,16067200
2014-08-12,15675.349609,15682.169922,15522.650391,15532.740234,15532.740234,13882800
2014-08-13,15585.089844,15665.540039,15565.950195,15649.990234,15649.990234,13237300
2014-08-14,15625.200195,15765.500000,15618.339844,15746.679688,15746.679688,13190300
2014-08-15,15777.870117,15869.990234,15642.589844,15674.919922,15674.919922,14006900
2014-08-18,15784.620117,15877.650391,15783.400391,15847.889648,15847.889648,11332200
2014-08-19,15892.910156,15984.559570,15892.750000,15970.450195,15970.450195,13405500
2014-08-20,15975.809570,15982.990234,15863.790039,15906.940430,15906.940430,11404400
2014-08-21,15916.809570,15998.360352,15848.410156,15998.360352,15998.360352,12142300
2014-08-22,15999.110352,16061.629883,15945.549805,15999.219727,15999.219727,10777600
2014-08-25,16073.040039,16169.440430,16073.040039,16169.440430,16169.440430,7111100
2014-08-26,16160.530273,16275.980469,16128.839844,16270.589844,16270.589844,12213200
2014-08-27,16270.349609,16294.629883,16248.839844,16273.169922,16273.169922,10537700
2014-08-28,16242.629883,16250.450195,16043.019531,16095.870117,16095.870117,12163000
2014-08-29,16107.919922,16118.549805,15964.940430,16085.290039,16085.290039,13240200
2014-09-01,16099.759766,16154.070313,16077.190430,16100.790039,16100.790039,7528800
2014-09-02,16131.129883,16213.799805,16118.309570,16146.139648,16146.139648,10513700
2014-09-03,16200.759766,16318.120117,16140.620117,16241.299805,16241.299805,14489500
2014-09-04,16221.969727,16359.099609,16121.730469,16338.709961,16338.709961,13920500
2014-09-05,16356.290039,16404.730469,16334.169922,16343.750000,16343.750000,13331200
2014-09-08,16348.719727,16364.610352,16273.910156,16340.759766,16340.759766,11195200
2014-09-09,16328.559570,16356.320313,16266.589844,16278.490234,16278.490234,10041500
2014-09-10,16257.330078,16257.330078,16150.349609,16166.690430,16166.690430,10017000
2014-09-11,16200.219727,16245.780273,16091.940430,16146.879883,16146.879883,11398200
2014-09-12,16159.070313,16175.070313,16130.669922,16164.769531,16164.769531,10617100
2014-09-15,16134.190430,16159.410156,16100.320313,16122.620117,16122.620117,11057900
2014-09-16,16111.450195,16111.450195,15992.089844,16039.089844,16039.089844,11964500
2014-09-17,16086.780273,16181.400391,16086.780273,16153.059570,16153.059570,11458600
2014-09-18,16162.889648,16251.299805,16155.780273,16249.509766,16249.509766,13829600
2014-09-19,16313.849609,16378.389648,16264.849609,16290.160156,16290.160156,25406900
2014-09-22,16247.870117,16293.440430,16185.799805,16215.139648,16215.139648,12212700
2014-09-23,16185.410156,16185.410156,15968.959961,15979.599609,15979.599609,14614400
2014-09-24,15980.839844,15980.839844,15853.610352,15973.950195,15973.950195,13212600
2014-09-25,15985.679688,16133.610352,15908.370117,15927.150391,15927.150391,15215600
2014-09-26,15920.339844,15978.200195,15775.959961,15947.900391,15947.900391,14030600
2014-09-29,15962.839844,15989.969727,15823.059570,15885.500000,15885.500000,11442100
2014-09-30,15909.929688,16016.599609,15898.139648,15994.959961,15994.959961,14775900
2014-10-01,15995.269531,16060.620117,15805.809570,15820.089844,15820.089844,16626100
2014-10-02,15808.179688,15835.910156,15567.209961,15567.209961,15567.209961,18038900
2014-10-06,15642.679688,15837.889648,15642.679688,15757.110352,15757.110352,17305300
2014-10-07,15723.860352,15725.750000,15534.799805,15550.429688,15550.429688,18003100
2014-10-08,15488.940430,15488.940430,15342.429688,15377.219727,15377.219727,18113800
2014-10-09,15466.799805,15543.379883,15172.230469,15201.889648,15201.889648,19597500
2014-10-10,15112.040039,15112.440430,14796.980469,14988.919922,14988.919922,27242200
2014-10-13,14889.469727,15121.200195,14842.379883,14946.919922,14946.919922,18364500
2014-10-14,14890.570313,15076.820313,14795.709961,15055.750000,15055.750000,18391300
2014-10-15,15069.179688,15215.459961,14730.570313,14753.500000,14753.500000,23383800
2014-10-16,14831.410156,14922.969727,14397.980469,14733.190430,14733.190430,35469800
2014-10-17,14767.190430,15177.830078,14767.190430,15177.830078,15177.830078,22739200
2014-10-20,15165.769531,15230.019531,15026.570313,15065.190430,15065.190430,16865800
2014-10-21,15056.400391,15422.860352,14971.549805,15422.860352,15422.860352,19264000
2014-10-22,15474.620117,15588.349609,15465.969727,15583.370117,15583.370117,17410900
2014-10-23,15531.299805,15709.379883,15417.459961,15693.790039,15693.790039,15752900
2014-10-24,15648.559570,15703.650391,15591.719727,15624.809570,15624.809570,16053700
2014-10-27,15685.599609,15735.799805,15415.940430,15468.410156,15468.410156,16956600
2014-10-28,15515.910156,15657.530273,15515.910156,15637.230469,15637.230469,15356000
2014-10-29,15691.330078,15816.419922,15690.709961,15764.929688,15764.929688,16833100
2014-10-30,15774.540039,15860.980469,15581.480469,15855.089844,15855.089844,15608000
2014-10-31,15987.599609,16166.559570,15987.599609,16134.250000,16134.250000,17752200
2014-11-03,16140.629883,16218.870117,16115.240234,16147.809570,16147.809570,15560400
2014-11-04,16133.309570,16215.009766,15999.139648,16023.429688,16023.429688,18503200
2014-11-05,16062.160156,16193.910156,16062.160156,16175.879883,16175.879883,18186600
2014-11-06,16135.099609,16322.790039,16066.280273,16241.049805,16241.049805,22425900
2014-11-07,16271.919922,16365.320313,16140.200195,16209.980469,16209.980469,22102600
2014-11-10,16193.139648,16325.610352,16177.290039,16325.610352,16325.610352,26580500
2014-11-11,16354.879883,16376.070313,16298.129883,16341.870117,16341.870117,18909100
2014-11-12,16316.480469,16349.009766,16120.290039,16157.120117,16157.120117,18161300
2014-11-13,16214.509766,16316.530273,16146.919922,16221.820313,16221.820313,15508200
2014-11-14,16241.299805,16363.660156,16218.030273,16290.120117,16290.120117,18278000
2014-11-17,16219.200195,16359.299805,16160.129883,16345.889648,16345.889648,11271600
2014-11-18,16356.919922,16460.560547,16322.150391,16448.009766,16448.009766,14509400
2014-11-19,16451.689453,16561.830078,16428.199219,16519.060547,16519.060547,11189600
2014-11-20,16516.779297,16538.990234,16402.220703,16538.990234,16538.990234,11335500
2014-11-21,16587.160156,16878.640625,16587.089844,16840.939453,16840.939453,16599500
2014-11-24,16835.820313,17008.380859,16825.349609,16994.419922,16994.419922,15350100
2014-11-25,16995.439453,17097.269531,16985.750000,17044.099609,17044.099609,46737900
2014-11-26,17079.789063,17093.019531,16957.589844,17032.929688,17032.929688,12447100
2014-11-27,17039.089844,17100.699219,17007.109375,17076.990234,17076.990234,10708700
2014-11-28,17082.490234,17089.820313,16955.779297,16984.259766,16984.259766,15987700
2014-12-01,16912.550781,17012.089844,16907.140625,17003.820313,17003.820313,19916200
2014-12-02,17040.710938,17102.259766,16983.710938,17016.070313,17016.070313,17938600
2014-12-03,17022.759766,17131.619141,16996.910156,17114.789063,17114.789063,21640800
2014-12-04,17142.300781,17168.759766,16948.880859,16968.990234,16968.990234,16945300
2014-12-05,17045.310547,17187.640625,17041.539063,17183.949219,17183.949219,13555500
2014-12-08,17139.730469,17146.550781,17080.449219,17087.470703,17087.470703,11081000
2014-12-09,17004.019531,17012.019531,16838.619141,16855.470703,16855.470703,14041900
2014-12-10,16910.500000,16972.630859,16606.109375,16644.099609,16644.099609,0
2014-12-11,16633.550781,16691.470703,16550.169922,16656.460938,16656.460938,0
2014-12-12,16593.710938,16593.710938,16366.809570,16374.360352,16374.360352,0
2014-12-15,16381.669922,16504.330078,16147.500000,16158.429688,16158.429688,0
2014-12-16,16192.959961,16363.360352,15993.820313,16362.959961,16362.959961,0
2014-12-17,16268.820313,16414.320313,16213.200195,16381.620117,16381.620117,0
2014-12-18,16503.130859,16735.929688,16503.130859,16735.150391,16735.150391,0
2014-12-19,16792.970703,16886.289063,16698.929688,16769.449219,16769.449219,0
2014-12-22,16803.679688,16916.490234,16803.679688,16877.679688,16877.679688,0
2014-12-23,16895.369141,17023.529297,16890.050781,17022.349609,17022.349609,0
2014-12-29,17003.519531,17039.179688,16900.109375,17030.029297,17030.029297,0
2014-12-30,16973.910156,16994.929688,16921.400391,16934.849609,16934.849609,0
2015-01-02,16997.199219,17046.890625,16826.599609,16952.130859,16952.130859,0
2015-01-05,16909.650391,17075.339844,16686.830078,16714.349609,16714.349609,0
2015-01-06,16730.580078,16892.890625,16605.740234,16700.000000,16700.000000,0
2015-01-07,16763.550781,16930.300781,16738.859375,16841.359375,16841.359375,0
2015-01-08,16933.160156,17248.009766,16922.509766,17214.490234,17214.490234,0
2015-01-09,17200.990234,17340.750000,17091.699219,17163.480469,17163.480469,0
2015-01-12,17214.150391,17339.119141,17139.199219,17244.900391,17244.900391,0
2015-01-13,17238.869141,17443.589844,17195.039063,17411.060547,17411.060547,0
2015-01-14,17323.619141,17438.140625,17218.779297,17264.560547,17264.560547,0
2015-01-15,17359.080078,17571.939453,17189.699219,17570.080078,17570.080078,0
2015-01-16,17527.269531,17715.210938,17493.220703,17675.419922,17675.419922,0
2015-01-19,17728.349609,17882.509766,17708.490234,17874.119141,17874.119141,0
2015-01-20,17896.869141,17985.380859,17877.539063,17953.810547,17953.810547,0
2015-01-21,17967.000000,18022.050781,17827.240234,18021.980469,18021.980469,0
2015-01-22,18007.919922,18322.380859,17954.099609,18294.339844,18294.339844,0
2015-01-23,18362.740234,18695.410156,18362.740234,18653.679688,18653.679688,0
2015-01-26,18611.050781,18877.279297,18538.349609,18877.279297,18877.279297,0
2015-01-27,18872.740234,18938.730469,18577.310547,18603.039063,18603.039063,0
2015-01-28,18679.009766,18743.710938,18558.539063,18719.910156,18719.910156,0
2015-01-29,18668.949219,18715.220703,18530.480469,18653.550781,18653.550781,0
2015-01-30,18698.019531,18735.369141,18556.810547,18594.140625,18594.140625,0
2015-02-02,18591.830078,18733.099609,18539.980469,18689.949219,18689.949219,0
2015-02-03,18713.210938,18881.220703,18703.939453,18800.830078,18800.830078,0
2015-02-04,18812.890625,18921.689453,18725.189453,18921.689453,18921.689453,0
2015-02-05,18861.890625,19106.130859,18817.400391,19104.880859,19104.880859,0
2015-02-06,19056.339844,19064.750000,18968.519531,18991.589844,18991.589844,0
2015-02-09,18911.779297,18911.779297,18582.169922,18726.169922,18726.169922,0
2015-02-10,18742.250000,18938.089844,18691.300781,18908.089844,18908.089844,0
2015-02-11,18925.460938,18941.980469,18809.550781,18866.759766,18866.759766,0
2015-02-12,18854.500000,19218.929688,18846.179688,19213.310547,19213.310547,0
2015-02-13,19246.070313,19318.480469,19231.039063,19288.160156,19288.160156,0
2015-02-16,19285.580078,19311.099609,19247.949219,19282.960938,19282.960938,0
2015-02-17,19226.310547,19273.660156,19060.039063,19256.269531,19256.269531,0
2015-02-18,19315.390625,19499.419922,19310.400391,19499.419922,19499.419922,0
2015-02-19,19468.400391,19649.750000,19397.859375,19649.750000,19649.750000,0
2015-02-20,19627.009766,19689.140625,19545.410156,19657.070313,19657.070313,0
2015-02-23,19733.189453,19851.730469,19692.320313,19851.730469,19851.730469,0
2015-02-24,19842.599609,19874.869141,19716.500000,19827.320313,19827.320313,0
2015-02-25,19833.460938,19896.919922,19698.859375,19752.730469,19752.730469,0
2015-02-26,19741.539063,19920.119141,19720.689453,19920.119141,19920.119141,0
2015-02-27,19922.359375,20109.410156,19914.589844,20092.009766,20092.009766,0
2015-03-02,20127.539063,20278.990234,20080.490234,20143.140625,20143.140625,0
2015-03-03,20158.109375,20218.429688,19877.000000,19883.679688,19883.679688,0
2015-03-04,19903.109375,19960.359375,19697.380859,19960.359375,19960.359375,0
2015-03-05,20008.640625,20256.160156,20006.060547,20243.599609,20243.599609,21600800
2015-03-06,20228.710938,20324.519531,20223.949219,20284.080078,20284.080078,0
2015-03-09,20236.240234,20251.050781,20013.789063,20200.029297,20200.029297,0
2015-03-10,20202.949219,20344.820313,20098.869141,20172.960938,20172.960938,0
2015-03-11,20231.230469,20635.060547,20223.050781,20601.060547,20601.060547,0
2015-03-12,20621.839844,20720.150391,20566.699219,20682.490234,20682.490234,0
2015-03-13,20718.240234,20857.589844,20670.589844,20857.589844,20857.589844,0
2015-03-16,20892.919922,21168.449219,20892.359375,21113.550781,21113.550781,0
2015-03-17,21086.550781,21103.109375,20651.789063,20714.470703,20714.470703,0
2015-03-18,20723.199219,20777.619141,20485.550781,20681.640625,20681.640625,0
2015-03-19,20641.480469,20813.910156,20641.480469,20786.380859,20786.380859,0
2015-03-20,20848.199219,20973.849609,20807.220703,20941.429688,20941.429688,0
2015-03-23,20898.970703,20902.949219,20644.939453,20683.160156,20683.160156,0
2015-03-24,20618.720703,20864.750000,20512.390625,20834.019531,20834.019531,0
2015-03-25,20835.500000,20937.080078,20679.320313,20688.960938,20688.960938,0
2015-03-26,20590.669922,20597.119141,20205.769531,20533.939453,20533.939453,0
2015-03-27,20604.380859,20751.279297,20483.890625,20585.679688,20585.679688,0
2015-03-30,20628.490234,20854.179688,20628.490234,20820.669922,20820.669922,0
2015-03-31,20822.419922,20959.679688,20627.740234,20684.630859,20684.630859,0
2015-04-01,20634.519531,20958.289063,20575.640625,20840.550781,20840.550781,0
2015-04-02,20825.279297,20875.509766,20793.369141,20859.539063,20859.539063,0
2015-04-07,20928.529297,21048.509766,20904.210938,21034.320313,21034.320313,0
2015-04-08,21039.589844,21076.830078,20976.460938,21074.089844,21074.089844,0
2015-04-09,21142.230469,21367.769531,21142.230469,21367.769531,21367.769531,0
2015-04-10,21418.800781,21619.830078,21418.330078,21619.830078,21619.830078,0
2015-04-13,21604.960938,21656.740234,21506.599609,21623.259766,21623.259766,0
2015-04-14,21583.080078,21649.349609,21413.529297,21487.490234,21487.490234,0
2015-04-15,21518.220703,21653.939453,21479.130859,21570.689453,21570.689453,0
2015-04-16,21613.460938,21616.679688,21324.949219,21333.589844,21333.589844,0
2015-04-17,21300.939453,21367.550781,20877.250000,20898.669922,20898.669922,0
2015-04-20,20927.890625,21153.119141,20927.890625,21140.980469,21140.980469,0
2015-04-21,21221.480469,21482.570313,21172.039063,21340.359375,21340.359375,0
2015-04-22,21377.859375,21462.339844,21094.929688,21214.560547,21214.560547,0
2015-04-23,21244.099609,21293.669922,20973.519531,21010.640625,21010.640625,0
2015-04-24,21049.580078,21083.330078,20920.119141,21024.699219,21024.699219,0
2015-04-27,21074.390625,21315.029297,20864.609375,21315.029297,21315.029297,0
2015-04-28,21316.679688,21318.919922,20816.710938,20917.580078,20917.580078,0
2015-04-29,20954.669922,21026.929688,20331.130859,20341.990234,20341.990234,0
2015-04-30,20355.580078,20449.099609,20037.869141,20316.550781,20316.550781,0
2015-05-04,20340.029297,20572.480469,20312.820313,20540.949219,20540.949219,0
2015-05-05,20524.179688,20742.380859,20129.400391,20129.400391,20129.400391,0
2015-05-06,20162.480469,20229.359375,19935.609375,20012.099609,20012.099609,0
2015-05-07,19956.080078,20090.949219,19567.330078,20061.380859,20061.380859,0
2015-05-08,20165.830078,20607.410156,20165.830078,20604.509766,20604.509766,0
2015-05-11,20600.310547,20636.150391,20453.740234,20595.980469,20595.980469,0
2015-05-12,20509.259766,20509.259766,20182.650391,20317.949219,20317.949219,0
2015-05-13,20393.839844,20642.640625,20245.339844,20296.810547,20296.810547,0
2015-05-14,20241.259766,20603.380859,20071.710938,20577.609375,20577.609375,0
2015-05-15,20648.490234,20747.609375,20509.769531,20602.570313,20602.570313,0
2015-05-18,20616.039063,20770.689453,20427.869141,20654.750000,20654.750000,0
2015-05-19,20729.380859,21055.589844,20728.679688,21035.359375,21035.359375,0
2015-05-20,21059.689453,21072.199219,20879.769531,20983.150391,20983.150391,0
2015-05-21,20963.099609,21001.919922,20845.380859,20968.949219,20968.949219,0
2015-05-22,20982.000000,20997.890625,20886.859375,20915.810547,20915.810547,0
2015-05-26,20944.470703,21018.269531,20659.849609,20713.130859,20713.130859,0
2015-05-27,20716.029297,20993.410156,20715.820313,20973.320313,20973.320313,0
2015-05-28,20927.960938,20985.650391,20763.880859,20832.640625,20832.640625,0
2015-05-29,20836.699219,20839.269531,20429.150391,20449.599609,20449.599609,0
2015-06-01,20517.089844,20713.560547,20472.640625,20625.259766,20625.259766,0
2015-06-02,20669.390625,20708.400391,20410.310547,20481.869141,20481.869141,0
2015-06-03,20541.419922,20689.019531,20430.529297,20438.179688,20438.179688,0
2015-06-04,20375.890625,20436.539063,20085.480469,20278.630859,20278.630859,0
2015-06-05,20179.980469,20179.980469,19933.699219,20005.519531,20005.519531,0
2015-06-08,19998.589844,20005.039063,19782.310547,19782.310547,19782.310547,0
2015-06-09,19738.039063,19822.490234,19491.039063,19749.119141,19749.119141,0
2015-06-10,19708.240234,20094.009766,19621.150391,20060.759766,20060.759766,0
2015-06-11,20057.269531,20424.699219,20048.509766,20243.449219,20243.449219,0
2015-06-12,20179.949219,20240.449219,19843.490234,20010.189453,20010.189453,0
2015-06-15,19879.519531,19879.519531,19571.410156,19627.759766,19627.759766,0
2015-06-16,19571.660156,19775.349609,19338.890625,19723.470703,19723.470703,0
2015-06-17,19749.250000,19845.000000,19488.939453,19520.130859,19520.130859,0
2015-06-18,19477.199219,19527.539063,19105.570313,19522.580078,19522.580078,0
2015-06-19,19550.550781,19722.289063,19548.179688,19573.160156,19573.160156,0
2015-06-22,19810.830078,20089.380859,19809.779297,20027.699219,20027.699219,0
2015-06-23,20105.000000,20360.310547,20097.660156,20304.519531,20304.519531,0
2015-06-24,20340.660156,20356.669922,20114.679688,20234.169922,20234.169922,0
2015-06-25,20167.669922,20406.029297,20099.570313,20295.349609,20295.349609,0
2015-06-26,20244.369141,20458.210938,20179.789063,20350.210938,20350.210938,0
2015-06-29,19725.369141,20066.990234,19557.330078,19806.990234,19806.990234,0
2015-06-30,19789.789063,19863.849609,19521.699219,19622.470703,19622.470703,0
2015-07-01,19719.380859,20176.740234,19719.259766,20033.019531,20033.019531,0
2015-07-02,20060.070313,20094.250000,19852.560547,19880.480469,19880.480469,0
2015-07-03,19885.300781,19903.429688,19782.789063,19874.490234,19874.490234,0
2015-07-06,19736.210938,19808.669922,19589.429688,19673.560547,19673.560547,0
2015-07-07,19722.980469,19838.929688,19396.070313,19415.300781,19415.300781,0
2015-07-08,19452.470703,19533.970703,19315.199219,19398.380859,19398.380859,0
2015-07-09,19469.669922,19852.470703,19459.400391,19812.609375,19812.609375,0
2015-07-10,20105.539063,20272.230469,20058.619141,20238.859375,20238.859375,0
2015-07-13,20371.750000,20589.390625,20371.750000,20584.099609,20584.099609,0
2015-07-14,20572.699219,20593.310547,20464.470703,20579.029297,20579.029297,0
2015-07-15,20564.900391,20672.550781,20544.320313,20654.029297,20654.029297,0
2015-07-16,20729.220703,21053.599609,20722.130859,20971.500000,20971.500000,0
2015-07-17,21027.759766,21052.359375,20944.640625,20996.769531,20996.769531,0
2015-07-20,21012.480469,21213.710938,20998.949219,21117.539063,21117.539063,0
2015-07-21,21171.699219,21189.519531,20893.150391,20928.660156,20928.660156,0
2015-07-22,20853.160156,20928.009766,20805.310547,20826.199219,20826.199219,0
2015-07-23,20919.830078,20978.460938,20685.300781,20749.109375,20749.109375,0
2015-07-24,20737.439453,20888.179688,20600.449219,20642.589844,20642.589844,0
2015-07-27,20601.210938,20601.210938,20099.720703,20103.199219,20103.199219,0
2015-07-28,20192.410156,20440.699219,20141.130859,20379.679688,20379.679688,0
2015-07-29,20464.500000,20563.980469,20357.439453,20545.580078,20545.580078,0
2015-07-30,20620.269531,20730.849609,20400.009766,20564.650391,20564.650391,0
2015-07-31,20580.480469,20769.910156,20577.509766,20764.560547,20764.560547,0
2015-08-03,20771.480469,21165.150391,20730.320313,21130.730469,21130.730469,0
2015-08-04,21119.550781,21262.660156,21035.199219,21253.679688,21253.679688,0
2015-08-05,21298.429688,21447.689453,21298.429688,21381.369141,21381.369141,0
2015-08-06,21402.640625,21523.730469,21362.980469,21402.250000,21402.250000,0
2015-08-07,21412.460938,21416.240234,21105.199219,21114.000000,21114.000000,0
2015-08-10,21160.460938,21259.419922,21002.669922,21258.439453,21258.439453,0
2015-08-11,21208.900391,21241.490234,20801.669922,20826.800781,20826.800781,0
2015-08-12,20711.029297,20711.029297,20173.179688,20234.599609,20234.599609,0
2015-08-13,20444.539063,20761.130859,20444.539063,20629.390625,20629.390625,0
2015-08-14,20644.759766,20831.490234,20638.529297,20709.980469,20709.980469,0
2015-08-17,20786.529297,20908.830078,20518.800781,20697.869141,20697.869141,0
2015-08-18,20691.539063,20778.089844,20637.470703,20721.660156,20721.660156,0
2015-08-19,20649.980469,20650.019531,20395.820313,20395.820313,20395.820313,0
2015-08-20,20337.710938,20337.710938,19867.570313,19882.710938,19882.710938,0
2015-08-21,19647.820313,19895.509766,19341.980469,19341.980469,19341.980469,0
2015-08-24,18943.949219,18943.949219,18072.550781,18618.490234,18618.490234,0
2015-08-25,18812.789063,19439.820313,18811.380859,19299.900391,19299.900391,0
2015-08-26,19168.949219,19451.259766,18888.050781,19137.609375,19137.609375,0
2015-08-27,19523.570313,19733.900391,19492.769531,19654.470703,19654.470703,0
2015-08-28,19687.699219,19746.410156,19506.900391,19657.689453,19657.689453,0
2015-08-31,19588.380859,19678.460938,19464.179688,19678.460938,19678.460938,0
2015-09-01,19543.779297,19543.779297,19146.300781,19291.910156,19291.910156,0
2015-09-02,19361.470703,19487.419922,19181.539063,19369.990234,19369.990234,0
2015-09-03,19472.339844,19862.910156,19466.560547,19780.210938,19780.210938,0
2015-09-04,19662.990234,19662.990234,19273.500000,19325.660156,19325.660156,13579900
2015-09-07,19446.130859,19512.400391,19231.589844,19351.109375,19351.109375,0
2015-09-08,19421.220703,19726.890625,19421.220703,19588.570313,19588.570313,0
2015-09-09,19782.320313,20014.560547,19782.320313,19818.390625,19818.390625,0
2015-09-10,19722.910156,19884.869141,19654.730469,19759.330078,19759.330078,0
2015-09-11,19787.869141,19801.789063,19493.029297,19560.000000,19560.000000,0
2015-09-14,19572.919922,19705.189453,19407.490234,19446.960938,19446.960938,0
2015-09-15,19476.320313,19600.330078,19314.080078,19552.880859,19552.880859,0
2015-09-16,19655.650391,19782.000000,19624.800781,19742.820313,19742.820313,0
2015-09-17,19771.660156,19828.550781,19696.990234,19749.830078,19749.830078,0
2015-09-18,19711.429688,19711.429688,19319.009766,19512.230469,19512.230469,0
2015-09-21,19452.580078,19703.300781,19327.810547,19640.349609,19640.349609,0
2015-09-22,19677.500000,19698.800781,19070.199219,19097.689453,19097.689453,0
2015-09-23,19095.109375,19277.500000,18970.560547,19185.699219,19185.699219,0
2015-09-24,19197.480469,19298.929688,18706.189453,18817.650391,18817.650391,0
2015-09-25,19004.830078,19387.060547,19004.830078,19300.580078,19300.580078,0
2015-09-28,19274.050781,19279.359375,18952.769531,18975.500000,18975.500000,0
2015-09-29,18819.050781,19049.519531,18680.990234,18904.490234,18904.490234,0
2015-09-30,19131.339844,19326.869141,19131.339844,19279.740234,19279.740234,0
2015-10-01,19391.300781,19622.419922,19125.060547,19179.449219,19179.449219,0
2015-10-02,19255.980469,19482.730469,19047.679688,19323.279297,19323.279297,0
2015-10-05,19533.380859,19897.109375,19533.380859,19827.179688,19827.179688,0
2015-10-06,19842.359375,20073.320313,19758.169922,19972.539063,19972.539063,0
2015-10-07,20040.089844,20131.259766,19907.619141,19943.580078,19943.580078,0
2015-10-08,19927.230469,20114.320313,19882.259766,20108.070313,20108.070313,0
2015-10-09,20213.710938,20322.679688,20158.099609,20200.509766,20200.509766,0
2015-10-12,20252.570313,20325.839844,19993.009766,20050.039063,20050.039063,0
2015-10-13,20044.419922,20044.419922,19613.949219,19728.070313,19728.070313,0
2015-10-14,19659.570313,19733.179688,19498.580078,19587.339844,19587.339844,0
2015-10-15,19664.089844,19719.070313,19512.339844,19698.050781,19698.050781,0
2015-10-16,19767.460938,19806.519531,19584.630859,19640.560547,19640.560547,0
2015-10-19,19632.460938,19821.939453,19625.439453,19749.060547,19749.060547,0
2015-10-20,19754.019531,19809.240234,19634.279297,19728.269531,19728.269531,0
2015-10-21,19768.359375,20064.910156,19711.859375,19988.359375,19988.359375,0
2015-10-22,19971.390625,20436.509766,19934.910156,20389.470703,20389.470703,0
2015-10-23,20509.650391,20990.869141,20509.650391,20918.179688,20918.179688,0
2015-10-26,20923.589844,20984.599609,20835.599609,20929.169922,20929.169922,0
2015-10-27,20881.759766,20922.820313,20680.660156,20680.660156,20680.660156,0
2015-10-28,20717.210938,20973.550781,20638.039063,20954.480469,20954.480469,0
2015-10-29,20990.839844,21120.820313,20981.589844,21116.259766,21116.259766,0
2015-10-30,21159.849609,21304.560547,21079.839844,21174.529297,21174.529297,0
2015-11-02,21131.550781,21390.939453,21072.140625,21291.689453,21291.689453,0
2015-11-03,21316.439453,21331.710938,21178.500000,21215.070313,21215.070313,0
2015-11-04,21256.130859,21378.470703,21151.400391,21188.410156,21188.410156,0
2015-11-05,21208.230469,21226.759766,21032.169922,21171.080078,21171.080078,0
